#   dely     C(y)    Ny
 0.0500  0.001115691       300907
 0.1500 -0.000274713       289966
 0.2500 -0.000272042       270927
 0.3500  0.000066138       249110
 0.4500  0.000242095       222891
 0.5500  0.000093195       196599
 0.6500  0.000432271       170852
 0.7500  0.000441044       144702
 0.8500  0.000000590       119185
 0.9500  0.000108375        92892
 1.0500 -0.000024944        68720
 1.1500  0.000025285        46547
 1.2500  0.000733437        27683
 1.3500 -0.000840059        13991
 1.4500 -0.000002141         5239
 1.5500  0.003077508         1167
 1.6500 -0.005420000           88
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
