#   delphi     C(delphi)    Nphi
 5.0000  0.002422294       122894
15.0000  0.000799128       123984
25.0000 -0.000362390       122862
35.0000  0.000238221       123462
45.0000  0.000325510       123775
55.0000  0.000339358       123567
65.0000 -0.000290715       123460
75.0000 -0.000772018       122734
85.0000  0.000307446       122901
95.0000 -0.000219919       123834
105.0000  0.000580870       122902
115.0000 -0.000134236       123869
125.0000 -0.000001319       123711
135.0000 -0.000063363       123215
145.0000  0.000488821       122849
155.0000 -0.000062032       123787
165.0000 -0.000403794       123625
175.0000 -0.000261003       123747
