#   delphi     C(delphi)    Nphi
 5.0000  0.000441373       123130
15.0000  0.000528389       123471
25.0000  0.000115772       123272
35.0000 -0.000561439       123349
45.0000  0.000173400       123444
55.0000 -0.000955624       123260
65.0000 -0.000946868       123674
75.0000 -0.000476384       123475
85.0000 -0.000986652       123643
95.0000 -0.000145878       123779
105.0000 -0.001342235       123636
115.0000 -0.000007794       123514
125.0000  0.000071416       123632
135.0000  0.000303344       122708
145.0000 -0.000628397       124047
155.0000  0.000314591       123086
165.0000 -0.000323952       123296
175.0000  0.000670492       123350
