#   dely     C(y)    Ny
 0.0500  0.000031051       299628
 0.1500  0.000416070       289381
 0.2500  0.000052001       270249
 0.3500 -0.000021392       248520
 0.4500  0.000276589       223462
 0.5500 -0.000152149       196681
 0.6500 -0.000117596       171667
 0.7500  0.000339940       145212
 0.8500  0.000453955       118126
 0.9500  0.000703669        93864
 1.0500 -0.000603964        68634
 1.1500  0.000439005        46457
 1.2500  0.000404087        27689
 1.3500 -0.000592119        13920
 1.4500  0.000065477         5359
 1.5500  0.000110695         1196
 1.6500  0.006621121           78
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
