#   dely     C(y)    Ny
 0.0500  0.000353943       299653
 0.1500 -0.000170838       289075
 0.2500  0.000060609       271565
 0.3500 -0.000297926       247852
 0.4500 -0.000214525       222547
 0.5500 -0.000165369       197046
 0.6500 -0.000261847       170981
 0.7500  0.000088968       143985
 0.8500 -0.000195951       118414
 0.9500 -0.000247619        93601
 1.0500  0.000408921        68702
 1.1500 -0.000099350        46480
 1.2500  0.001047282        27715
 1.3500  0.000192285        14009
 1.4500 -0.000722299         5298
 1.5500 -0.001041876         1182
 1.6500  0.007599078           87
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
