#   delphi     C(delphi)    Nphi
 5.0000  0.000290493       123822
15.0000 -0.000987256       122871
25.0000  0.000850849       123817
35.0000 -0.000532365       123796
45.0000  0.000655028       123416
55.0000  0.000078017       123612
65.0000 -0.000518755       123213
75.0000 -0.000648980       123199
85.0000 -0.000667069       124038
95.0000 -0.000039966       123573
105.0000  0.000067797       123397
115.0000  0.000480697       123435
125.0000  0.000128539       123130
135.0000 -0.000227284       123430
145.0000  0.000082252       123774
155.0000  0.000093555       123111
165.0000 -0.000347603       123395
175.0000  0.000261282       123094
