   0.05   0.00031425 7207293.00000000   0.00006919
   0.15   0.00001489 6951531.00000000   0.00005265
   0.25   0.00000997 6509743.00000000   0.00006041
   0.35  -0.00001739 5961973.00000000   0.00004225
   0.45   0.00007470 5348553.00000000   0.00006375
   0.55   0.00000720 4729332.00000000   0.00004591
   0.65  -0.00008393 4101772.00000000   0.00008181
   0.75   0.00007199 3472922.00000000   0.00007636
   0.85   0.00003799 2849189.00000000   0.00005275
   0.95   0.00016571 2235583.00000000   0.00005555
   1.05   0.00002538 1647362.00000000   0.00007983
   1.15   0.00005314 1115523.00000000   0.00007318
   1.25  -0.00003382 666233.00000000   0.00015756
   1.35  -0.00017559 335311.00000000   0.00016625
   1.45  -0.00005171 126892.00000000   0.00026492
   1.55   0.00017817 29008.00000000   0.00046342
   1.65  -0.00027582 2176.00000000   0.00121493
   1.75  -0.00001318  11.00000000   0.00000140
   1.85   0.00000000   0.00000000   0.00000000
   1.95   0.00000000   0.00000000   0.00000000
