#   delphi     C(delphi)    Nphi
 5.0000  0.000761255       123318
15.0000  0.001065524       123471
25.0000  0.000342266       122401
35.0000 -0.000575424       123528
45.0000 -0.000327001       123413
55.0000  0.000307702       123622
65.0000 -0.000504839       123599
75.0000 -0.000372980       123365
85.0000  0.000224567       123062
95.0000  0.000284945       123217
105.0000  0.000232901       123136
115.0000 -0.000329765       123208
125.0000 -0.000228851       122887
135.0000  0.000188425       122534
145.0000  0.000235887       123211
155.0000 -0.000166871       123284
165.0000  0.000141603       123357
175.0000  0.000152603       123634
