#   dely     C(y)    Ny
 0.0500  0.000066261       301560
 0.1500  0.000311435       289664
 0.2500  0.000114808       270125
 0.3500  0.000266379       247745
 0.4500  0.000285892       222797
 0.5500  0.000079832       197986
 0.6500 -0.000167990       171641
 0.7500  0.000616351       144223
 0.8500 -0.000005410       118588
 0.9500  0.000013096        93143
 1.0500 -0.000243582        68813
 1.1500  0.000511574        46576
 1.2500  0.000693432        27799
 1.3500 -0.000791366        14008
 1.4500 -0.000171273         5191
 1.5500 -0.000299362         1238
 1.6500 -0.007560238           80
 1.7500 -0.000000001            1
 1.8500         -nan            0
 1.9500         -nan            0
