#   dely     C(y)    Ny
 0.0500 -0.000145791       300323
 0.1500  0.000066127       290052
 0.2500 -0.000403396       270745
 0.3500  0.000219173       249553
 0.4500  0.000376256       222525
 0.5500  0.000037786       196332
 0.6500 -0.000111276       170677
 0.7500 -0.000130502       145329
 0.8500  0.000531621       118108
 0.9500 -0.000062035        93260
 1.0500 -0.000109888        68512
 1.1500  0.000251807        46252
 1.2500 -0.000330807        27896
 1.3500  0.000355815        13873
 1.4500 -0.002159427         5250
 1.5500 -0.001654409         1242
 1.6500 -0.005665738           85
 1.7500 -0.000072478            2
 1.8500         -nan            0
 1.9500         -nan            0
