#   dely     C(y)    Ny
 0.0500  0.000411914       300725
 0.1500 -0.000424953       289916
 0.2500  0.000002341       271186
 0.3500 -0.000266095       248159
 0.4500 -0.000545292       223435
 0.5500 -0.000347325       196660
 0.6500 -0.000644102       171711
 0.7500  0.000087101       144897
 0.8500 -0.000010795       118676
 0.9500  0.000016175        93438
 1.0500  0.000169708        68458
 1.1500  0.000260357        46440
 1.2500 -0.001251736        27734
 1.3500  0.000518066        14166
 1.4500 -0.001083388         5262
 1.5500  0.001811698         1215
 1.6500  0.003807802           97
 1.7500  0.000000000            2
 1.8500         -nan            0
 1.9500         -nan            0
