#   delphi     C(delphi)    Nphi
 5.0000  0.000873503       122928
15.0000 -0.000126959       123075
25.0000 -0.000820584       123588
35.0000  0.000434266       123338
45.0000  0.000069391       123175
55.0000  0.000978193       123375
65.0000 -0.000558861       124039
75.0000 -0.000454299       122975
85.0000 -0.000451694       123216
95.0000 -0.001568797       124126
105.0000 -0.000235337       123691
115.0000  0.000299175       123053
125.0000 -0.000423189       122936
135.0000 -0.000023054       123850
145.0000 -0.000012952       123092
155.0000 -0.000316910       122964
165.0000 -0.000179769       123075
175.0000  0.000064564       123252
