#   delphi     C(delphi)    Nphi
 5.0000  0.000717072       123171
15.0000  0.000444582       123415
25.0000  0.000157734       123343
35.0000 -0.000460292       123914
45.0000  0.000302248       123078
55.0000 -0.000677726       123357
65.0000  0.000223563       123455
75.0000 -0.000169636       122521
85.0000  0.000084365       123258
95.0000  0.000299270       123340
105.0000 -0.000097962       123625
115.0000  0.000193550       123445
125.0000  0.000362018       123777
135.0000  0.000119916       123102
145.0000 -0.000505750       122965
155.0000  0.000637527       123666
165.0000 -0.000001869       123030
175.0000  0.000816382       123661
