#   delphi     C(delphi)    Nphi
 5.0000  0.000819814       123812
15.0000 -0.000626687       123335
25.0000  0.000293583       123399
35.0000  0.000611966       123870
45.0000 -0.000366160       123193
55.0000 -0.000448595       123453
65.0000 -0.000089419       123971
75.0000  0.000134700       123036
85.0000  0.000030786       123281
95.0000  0.000350134       123391
105.0000 -0.000538543       123711
115.0000  0.000393324       122916
125.0000 -0.000111421       123781
135.0000 -0.000194021       123205
145.0000 -0.000051242       123402
155.0000  0.000225190       123143
165.0000  0.000258892       123116
175.0000 -0.000120967       122957
