#   dely     C(y)    Ny
 0.0500  0.000852182       300172
 0.1500 -0.000052533       290070
 0.2500  0.000298901       273058
 0.3500  0.000236141       248698
 0.4500 -0.000155535       223192
 0.5500 -0.000102561       196882
 0.6500 -0.000035537       170787
 0.7500  0.000172191       145369
 0.8500  0.000033997       119067
 0.9500  0.000091807        93135
 1.0500  0.000075396        68456
 1.1500  0.000478352        46125
 1.2500  0.001071048        27795
 1.3500  0.000007120        13828
 1.4500  0.000444814         5254
 1.5500 -0.001570975         1229
 1.6500  0.003030507           84
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
