#   dely     C(y)    Ny
 0.0500  0.000428889       300534
 0.1500  0.000144009       288805
 0.2500  0.000394821       271955
 0.3500  0.000045632       248355
 0.4500  0.000921625       222716
 0.5500 -0.000114984       196950
 0.6500  0.000422652       170536
 0.7500 -0.000026422       144979
 0.8500  0.000119425       118365
 0.9500  0.000451721        92896
 1.0500  0.000167287        68452
 1.1500  0.000251713        46535
 1.2500  0.000224136        27982
 1.3500 -0.000167248        14152
 1.4500  0.000750734         5295
 1.5500  0.001827512         1164
 1.6500  0.000800465           85
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
