#   dely     C(y)    Ny
 0.0500  0.000413302       300356
 0.1500 -0.000035048       290227
 0.2500 -0.000395904       271618
 0.3500 -0.000038367       248261
 0.4500 -0.000106026       222171
 0.5500 -0.000064507       198163
 0.6500 -0.000240494       170776
 0.7500 -0.000311806       144584
 0.8500 -0.000046747       118829
 0.9500  0.000457874        92755
 1.0500  0.000024418        68514
 1.1500 -0.000072349        46370
 1.2500 -0.000201968        27524
 1.3500  0.000014738        13992
 1.4500  0.001263201         5352
 1.5500  0.002677970         1207
 1.6500  0.004834808           85
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
