#   dely     C(y)    Ny
 0.0500  0.000262553       300584
 0.1500 -0.000136905       289244
 0.2500 -0.000064454       271592
 0.3500 -0.000068257       248074
 0.4500 -0.000151547       222980
 0.5500  0.000333283       197803
 0.6500 -0.000374085       170517
 0.7500 -0.000110911       144613
 0.8500 -0.000329769       119466
 0.9500  0.000098640        93459
 1.0500 -0.000008072        68788
 1.1500 -0.000766868        46315
 1.2500 -0.000000231        27887
 1.3500  0.000250303        14063
 1.4500 -0.003189535         5437
 1.5500  0.001374515         1215
 1.6500  0.008193296           86
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
