#   dely     C(y)    Ny
 0.0500  0.000438134       299580
 0.1500 -0.000208008       289434
 0.2500 -0.000318459       270718
 0.3500 -0.000134036       248638
 0.4500 -0.000073707       223117
 0.5500  0.000073020       197265
 0.6500  0.000060625       170951
 0.7500 -0.000082612       144662
 0.8500 -0.000020872       118438
 0.9500 -0.000123907        93221
 1.0500  0.000257667        68767
 1.1500 -0.000065341        46639
 1.2500 -0.000667824        27840
 1.3500  0.000409474        14259
 1.4500 -0.000355819         5323
 1.5500  0.003573088         1226
 1.6500  0.005206658          104
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
