#   dely     C(y)    Ny
 0.0500  0.000077088       300260
 0.1500 -0.000169727       289981
 0.2500 -0.000420516       271695
 0.3500 -0.000352992       248436
 0.4500  0.000013479       222330
 0.5500 -0.000136524       195611
 0.6500 -0.000308759       170851
 0.7500  0.000427938       144701
 0.8500 -0.000287643       119127
 0.9500  0.000330393        93288
 1.0500 -0.000103870        68443
 1.1500 -0.000810232        46540
 1.2500 -0.000708240        27819
 1.3500  0.000174915        14025
 1.4500  0.001378405         5254
 1.5500 -0.002612484         1284
 1.6500 -0.001613131          103
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
