#   delphi     C(delphi)    Nphi
 5.0000  0.000497787       123374
15.0000  0.000200092       124204
25.0000 -0.000747494       123113
35.0000 -0.000534693       123482
45.0000  0.000231348       123200
55.0000 -0.000637205       122949
65.0000  0.000273221       123506
75.0000  0.000255873       123452
85.0000  0.000396363       123464
95.0000  0.000117397       123427
105.0000 -0.000329356       123675
115.0000 -0.000077721       123645
125.0000 -0.000144934       122781
135.0000 -0.000066820       123301
145.0000  0.000187823       122848
155.0000 -0.000416984       123507
165.0000  0.000044185       123628
175.0000  0.000056058       123229
