#   dely     C(y)    Ny
 0.0500  0.000023896       299956
 0.1500  0.000327270       289917
 0.2500  0.000414917       271843
 0.3500 -0.000301219       248620
 0.4500  0.000054145       222422
 0.5500  0.000257094       196580
 0.6500  0.000805845       170378
 0.7500 -0.000359711       144936
 0.8500 -0.000219899       118382
 0.9500 -0.000038404        93084
 1.0500  0.000656675        68811
 1.1500  0.000414447        46627
 1.2500  0.000281070        27729
 1.3500 -0.000382699        13823
 1.4500 -0.000099248         5298
 1.5500  0.003779405         1245
 1.6500 -0.005323830           89
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
