   5.00   0.00078807 2958413.00000000   0.00010427
  15.00   0.00023399 2960350.00000000   0.00012082
  25.00   0.00003484 2960568.00000000   0.00011417
  35.00  -0.00006100 2960327.00000000   0.00009152
  45.00   0.00006647 2962032.00000000   0.00007720
  55.00  -0.00001032 2959981.00000000   0.00010099
  65.00  -0.00002443 2960712.00000000   0.00009962
  75.00  -0.00005551 2958522.00000000   0.00008876
  85.00  -0.00012026 2960273.00000000   0.00008536
  95.00   0.00008639 2962481.00000000   0.00010111
 105.00   0.00002939 2960835.00000000   0.00010002
 115.00   0.00005129 2959689.00000000   0.00006339
 125.00  -0.00005761 2960253.00000000   0.00005649
 135.00   0.00012475 2959864.00000000   0.00005502
 145.00   0.00006880 2962227.00000000   0.00006315
 155.00   0.00002174 2959131.00000000   0.00006203
 165.00  -0.00015890 2962498.00000000   0.00004926
 175.00   0.00005204 2962251.00000000   0.00007140
