#   dely     C(y)    Ny
 0.0500  0.000549096       300660
 0.1500  0.000595066       288797
 0.2500  0.000013168       271847
 0.3500 -0.000304561       247694
 0.4500 -0.000006327       223064
 0.5500  0.000139460       196702
 0.6500  0.000179646       171088
 0.7500 -0.000682323       144536
 0.8500 -0.000079614       118480
 0.9500  0.000101926        93100
 1.0500  0.000685574        68540
 1.1500  0.000205122        46678
 1.2500  0.001020558        27513
 1.3500 -0.000509218        13826
 1.4500  0.001772618         5324
 1.5500  0.001065898         1207
 1.6500  0.001685053           82
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
