#   delphi     C(delphi)    Nphi
 5.0000  0.000403125       123858
15.0000  0.000258685       123021
25.0000 -0.000107162       122651
35.0000  0.000075043       122948
45.0000  0.000234095       123831
55.0000 -0.000087289       122850
65.0000  0.000296910       123135
75.0000  0.000294333       123555
85.0000 -0.000881543       123545
95.0000  0.000580150       123933
105.0000  0.000821703       123510
115.0000 -0.000071911       122739
125.0000 -0.000204698       123299
135.0000  0.000519293       123339
145.0000  0.000138974       123465
155.0000 -0.000131114       123194
165.0000 -0.000255497       123537
175.0000  0.000741534       123793
