#   delphi     C(delphi)    Nphi
 5.0000  0.001438919       122949
15.0000 -0.000314636       122876
25.0000 -0.000270776       123459
35.0000  0.000507253       123376
45.0000 -0.000356761       123364
55.0000  0.000138431       123251
65.0000  0.000162651       123366
75.0000  0.000085526       123017
85.0000 -0.000126995       123188
95.0000  0.000096072       122956
105.0000  0.000429268       123508
115.0000 -0.000006265       123625
125.0000  0.000472607       122907
135.0000  0.000173693       123000
145.0000  0.000279111       123698
155.0000  0.000245136       123276
165.0000  0.000082412       123822
175.0000 -0.000502930       123500
