#   dely     C(y)    Ny
 0.0500 -0.000238957       300858
 0.1500 -0.000083736       289889
 0.2500 -0.000111297       271353
 0.3500 -0.000057733       248337
 0.4500  0.000084806       223153
 0.5500  0.000296263       197112
 0.6500 -0.000742414       170785
 0.7500  0.000417779       144751
 0.8500  0.000143983       118717
 0.9500  0.000427771        93238
 1.0500  0.000278744        68370
 1.1500 -0.000150916        46340
 1.2500 -0.000338085        27807
 1.3500 -0.001258135        13997
 1.4500  0.001612167         5289
 1.5500  0.001697706         1201
 1.6500  0.004536386           89
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
