#   delphi     C(delphi)    Nphi
 5.0000  0.000777651       123601
15.0000  0.000020529       123636
25.0000  0.000146361       123710
35.0000 -0.000092898       122354
45.0000 -0.000036477       123144
55.0000  0.000442228       123735
65.0000  0.000162283       122708
75.0000 -0.000177260       123301
85.0000 -0.000027730       123735
95.0000  0.000115979       122810
105.0000  0.000008213       122913
115.0000 -0.000037484       122876
125.0000 -0.000333286       123185
135.0000 -0.000258118       123761
145.0000 -0.000200927       123346
155.0000 -0.000080775       123853
165.0000  0.000039998       123921
175.0000 -0.000332568       123427
