#   delphi     C(delphi)    Nphi
 5.0000  0.001170583       122717
15.0000  0.000604317       123683
25.0000  0.000198403       123852
35.0000 -0.000334203       123300
45.0000 -0.000368690       123982
55.0000  0.000297581       123530
65.0000  0.000500076       123370
75.0000  0.000032135       123532
85.0000 -0.000327386       122824
95.0000  0.000472764       122578
105.0000  0.000390830       123392
115.0000  0.000501934       123149
125.0000 -0.000618922       123543
135.0000  0.000427688       123580
145.0000 -0.000189859       123240
155.0000  0.000406334       123138
165.0000 -0.000485079       123470
175.0000 -0.000004670       122860
