   5.00   0.00000000   0.00000000   0.00000000
  15.00   0.00000000   0.00000000   0.00000000
  25.00   0.00000000   0.00000000   0.00000000
  35.00   0.00000000   0.00000000   0.00000000
  45.00   0.00000000   0.00000000   0.00000000
  55.00   0.00000000   0.00000000   0.00000000
  65.00   0.00000000   0.00000000   0.00000000
  75.00   0.00000000   0.00000000   0.00000000
  85.00   0.00000000   0.00000000   0.00000000
  95.00   0.00000000   0.00000000   0.00000000
 105.00   0.00000000   0.00000000   0.00000000
 115.00   0.00000000   0.00000000   0.00000000
 125.00   0.00000000   0.00000000   0.00000000
 135.00   0.00000000   0.00000000   0.00000000
 145.00   0.00000000   0.00000000   0.00000000
 155.00   0.00000000   0.00000000   0.00000000
 165.00   0.00000000   0.00000000   0.00000000
 175.00   0.00000000   0.00000000   0.00000000
