#   dely     C(y)    Ny
 0.0500  0.000423998     54320429
 0.1500 -0.000091863     51658057
 0.2500 -0.000050155     48523623
 0.3500 -0.000027177     45291487
 0.4500 -0.000025902     41960375
 0.5500 -0.000159584     38556766
 0.6500 -0.000054518     35117089
 0.7500 -0.000004995     31625281
 0.8500  0.000001812     28116449
 0.9500 -0.000072958     24627023
 1.0500 -0.000036352     21153224
 1.1500 -0.000214258     17718639
 1.2500 -0.000124371     14318481
 1.3500 -0.000034189     11016257
 1.4500 -0.000082583      7778804
 1.5500 -0.000129623      4651059
 1.6500 -0.000006322      1809069
 1.7500 -0.000308083       187964
 1.8500         -nan            0
 1.9500         -nan            0
