#   delphi     C(delphi)    Nphi
 5.0000  0.000927686     26583773
15.0000 -0.000165582     26581412
25.0000 -0.000212258     26583787
35.0000 -0.000041111     26582494
45.0000 -0.000174494     26578334
55.0000 -0.000136959     26588905
65.0000  0.000029523     26578215
75.0000 -0.000075462     26568721
85.0000  0.000008287     26564638
95.0000 -0.000117566     26585272
105.0000  0.000062497     26571588
115.0000 -0.000000475     26573207
125.0000 -0.000005342     26585170
135.0000  0.000031536     26584297
145.0000 -0.000083507     26581917
155.0000 -0.000128167     26584193
165.0000 -0.000067829     26576474
175.0000 -0.000019119     26577679
