#   delphi     C(delphi)    Nphi
 5.0000  0.001071079     26577302
15.0000 -0.000126407     26581058
25.0000 -0.000059338     26583593
35.0000 -0.000033671     26577939
45.0000 -0.000095889     26581580
55.0000 -0.000035683     26571896
65.0000 -0.000087430     26568955
75.0000 -0.000036544     26581641
85.0000 -0.000072157     26569632
95.0000 -0.000061067     26573458
105.0000  0.000039100     26582445
115.0000 -0.000163443     26578190
125.0000  0.000074427     26571297
135.0000 -0.000039516     26581034
145.0000  0.000091610     26572197
155.0000 -0.000000603     26590049
165.0000 -0.000049309     26579913
175.0000  0.000017784     26581705
