#   dely     C(y)    Ny
 0.0500  0.000531475     54309360
 0.1500 -0.000140324     51648956
 0.2500 -0.000121319     48517889
 0.3500 -0.000078900     45283730
 0.4500 -0.000054639     41953545
 0.5500 -0.000091686     38557314
 0.6500 -0.000108856     35114312
 0.7500 -0.000046823     31632314
 0.8500 -0.000132890     28127088
 0.9500  0.000039896     24632584
 1.0500  0.000014373     21134819
 1.1500  0.000125582     17708972
 1.2500 -0.000064438     14323761
 1.3500  0.000057426     11010274
 1.4500 -0.000124555      7776940
 1.5500 -0.000056176      4653238
 1.6500  0.000055953      1805390
 1.7500 -0.000014207       187657
 1.8500         -nan            0
 1.9500         -nan            0
