#   delphi     C(delphi)    Nphi
 5.0000  0.001197836     26583169
15.0000 -0.000082586     26583116
25.0000 -0.000259592     26572470
35.0000 -0.000157397     26578686
45.0000  0.000006293     26576468
55.0000  0.000022196     26576176
65.0000 -0.000026789     26573259
75.0000 -0.000121515     26581857
85.0000 -0.000070306     26568284
95.0000 -0.000067694     26577741
105.0000 -0.000151758     26575577
115.0000  0.000025032     26573590
125.0000 -0.000057317     26582743
135.0000 -0.000051409     26564008
145.0000 -0.000095048     26569198
155.0000 -0.000060939     26574782
165.0000 -0.000060077     26568466
175.0000 -0.000030220     26574063
