#   dely     C(y)    Ny
 0.0500  0.000497156     54310325
 0.1500 -0.000158504     51659021
 0.2500 -0.000083542     48534462
 0.3500 -0.000145023     45288538
 0.4500 -0.000142332     41965596
 0.5500 -0.000070001     38557173
 0.6500  0.000015734     35106309
 0.7500 -0.000066912     31621814
 0.8500 -0.000064798     28128461
 0.9500 -0.000177226     24627297
 1.0500 -0.000089396     21148081
 1.1500 -0.000071503     17714010
 1.2500 -0.000096545     14329830
 1.3500 -0.000075298     11010173
 1.4500 -0.000113796      7777354
 1.5500  0.000108618      4652479
 1.6500 -0.000140696      1807768
 1.7500  0.000235399       188116
 1.8500         -nan            0
 1.9500         -nan            0
