#   delphi     C(delphi)    Nphi
 5.0000  0.001194685     26583266
15.0000 -0.000164331     26577906
25.0000 -0.000166035     26577267
35.0000 -0.000157798     26571566
45.0000 -0.000015717     26572213
55.0000 -0.000113012     26574233
65.0000 -0.000034496     26580050
75.0000 -0.000022409     26582558
85.0000 -0.000019738     26576585
95.0000 -0.000092618     26572452
105.0000  0.000009155     26572444
115.0000 -0.000043315     26570800
125.0000 -0.000030051     26582352
135.0000 -0.000058892     26582850
145.0000 -0.000074363     26582992
155.0000 -0.000030928     26593238
165.0000 -0.000040393     26573805
175.0000 -0.000079356     26576390
