#   delphi     C(delphi)    Nphi
 5.0000  0.000888422     26567726
15.0000 -0.000129192     26586470
25.0000 -0.000240739     26580146
35.0000 -0.000069134     26570364
45.0000  0.000003304     26571692
55.0000 -0.000061894     26576978
65.0000  0.000011653     26580391
75.0000 -0.000013937     26575150
85.0000  0.000061077     26584610
95.0000  0.000076919     26576444
105.0000  0.000000043     26565821
115.0000 -0.000126353     26584492
125.0000 -0.000043774     26579830
135.0000 -0.000123887     26576832
145.0000  0.000010232     26572843
155.0000 -0.000097403     26567305
165.0000  0.000038125     26570256
175.0000 -0.000113681     26583856
