#   delphi     C(delphi)    Nphi
 5.0000  0.001050731     26578878
15.0000 -0.000233972     26582408
25.0000 -0.000107349     26580375
35.0000 -0.000077021     26579963
45.0000 -0.000113048     26571068
55.0000 -0.000125721     26581303
65.0000 -0.000041790     26576470
75.0000 -0.000122272     26583611
85.0000 -0.000074427     26581963
95.0000 -0.000087938     26578629
105.0000 -0.000045298     26576193
115.0000 -0.000007017     26576165
125.0000 -0.000010054     26572597
135.0000 -0.000077418     26575696
145.0000 -0.000030810     26572545
155.0000  0.000044926     26587790
165.0000 -0.000027165     26578195
175.0000  0.000017627     26575926
