#   dely     C(y)    Ny
 0.0500  0.000349265     54321574
 0.1500 -0.000126598     51662678
 0.2500 -0.000086971     48521344
 0.3500 -0.000139394     45289015
 0.4500 -0.000123831     41953099
 0.5500  0.000020043     38557688
 0.6500 -0.000015658     35103830
 0.7500 -0.000063758     31624763
 0.8500 -0.000104931     28117089
 0.9500 -0.000052229     24620727
 1.0500 -0.000085638     21148015
 1.1500 -0.000142106     17706308
 1.2500  0.000028736     14322178
 1.3500  0.000019932     11007064
 1.4500  0.000039510      7778590
 1.5500  0.000023675      4651443
 1.6500 -0.000173228      1806432
 1.7500  0.000124468       187412
 1.8500         -nan            0
 1.9500         -nan            0
