#   delphi     C(delphi)    Nphi
 5.0000  0.001104625     26583294
15.0000 -0.000103310     26580631
25.0000 -0.000221432     26580123
35.0000 -0.000078833     26578788
45.0000 -0.000101427     26577757
55.0000 -0.000115296     26578559
65.0000 -0.000081895     26576771
75.0000 -0.000149282     26574538
85.0000 -0.000114805     26574047
95.0000 -0.000117617     26574402
105.0000 -0.000035618     26577444
115.0000  0.000011201     26596187
125.0000 -0.000020929     26587092
135.0000  0.000043947     26580264
145.0000  0.000037212     26577585
155.0000 -0.000038209     26576944
165.0000 -0.000035148     26575803
175.0000 -0.000070522     26580160
