#   dely     C(y)    Ny
 0.0500  0.000551932     54307679
 0.1500 -0.000013954     51642315
 0.2500 -0.000176749     48520691
 0.3500 -0.000068747     45283118
 0.4500  0.000028085     41952722
 0.5500 -0.000084451     38550518
 0.6500 -0.000121467     35102380
 0.7500  0.000001632     31635108
 0.8500 -0.000102186     28129769
 0.9500  0.000005101     24631597
 1.0500  0.000066740     21144733
 1.1500 -0.000106732     17709813
 1.2500 -0.000024109     14321074
 1.3500  0.000012318     11003260
 1.4500 -0.000040187      7778892
 1.5500  0.000072203      4647748
 1.6500  0.000088172      1805798
 1.7500 -0.000228282       188304
 1.8500         -nan            0
 1.9500         -nan            0
