#   dely     C(y)    Ny
 0.0500  0.000572115     54312791
 0.1500 -0.000110087     51660845
 0.2500 -0.000071520     48533649
 0.3500 -0.000098681     45274359
 0.4500 -0.000068022     41950057
 0.5500 -0.000021296     38573448
 0.6500 -0.000053545     35107805
 0.7500 -0.000068802     31617842
 0.8500 -0.000082852     28116483
 0.9500 -0.000188212     24641439
 1.0500 -0.000031332     21149633
 1.1500 -0.000097530     17712328
 1.2500 -0.000087618     14325838
 1.3500 -0.000120134     11007648
 1.4500 -0.000033137      7778852
 1.5500  0.000189279      4650333
 1.6500 -0.000137959      1808220
 1.7500  0.000197752       188205
 1.8500         -nan            0
 1.9500         -nan            0
