#   delphi     C(delphi)    Nphi
 5.0000  0.001032839     26578713
15.0000 -0.000082555     26574876
25.0000 -0.000147117     26574469
35.0000 -0.000135649     26569908
45.0000 -0.000074705     26575238
55.0000 -0.000182617     26576387
65.0000 -0.000114688     26567616
75.0000 -0.000031181     26587938
85.0000 -0.000038950     26571539
95.0000 -0.000063088     26576570
105.0000 -0.000068801     26581267
115.0000 -0.000069387     26576653
125.0000  0.000009301     26570969
135.0000 -0.000075892     26580740
145.0000 -0.000044693     26578302
155.0000 -0.000065235     26577177
165.0000 -0.000009904     26581840
175.0000  0.000022446     26580277
