#   delphi     C(delphi)    Nphi
 5.0000  0.000991628     26583441
15.0000 -0.000226880     26576341
25.0000 -0.000166455     26585335
35.0000 -0.000104956     26572055
45.0000  0.000068475     26580891
55.0000 -0.000056945     26571977
65.0000 -0.000083004     26580549
75.0000 -0.000042926     26576979
85.0000 -0.000174043     26577636
95.0000 -0.000071829     26583738
105.0000 -0.000075773     26579695
115.0000  0.000011281     26582831
125.0000 -0.000032685     26580094
135.0000 -0.000052893     26574887
145.0000 -0.000044736     26577430
155.0000 -0.000003086     26581853
165.0000 -0.000102509     26569550
175.0000  0.000019016     26581201
