#   delphi     C(delphi)    Nphi
 5.0000  0.001086619     26573636
15.0000 -0.000168569     26577273
25.0000 -0.000033869     26576368
35.0000  0.000028737     26582180
45.0000 -0.000039449     26578443
55.0000 -0.000169685     26582970
65.0000 -0.000010332     26570864
75.0000 -0.000054920     26573251
85.0000 -0.000054941     26573617
95.0000 -0.000055963     26583550
105.0000 -0.000125647     26585109
115.0000 -0.000029970     26574128
125.0000 -0.000015452     26580505
135.0000 -0.000048391     26581397
145.0000 -0.000024078     26578588
155.0000  0.000021975     26580338
165.0000 -0.000040563     26580638
175.0000 -0.000039475     26589252
