#   dely     C(y)    Ny
 0.0500  0.000446126     54310871
 0.1500 -0.000065632     51655011
 0.2500 -0.000060651     48522269
 0.3500 -0.000114672     45282786
 0.4500  0.000019963     41955793
 0.5500 -0.000121963     38551178
 0.6500  0.000000833     35111152
 0.7500 -0.000024354     31635442
 0.8500 -0.000059299     28126021
 0.9500 -0.000010384     24618662
 1.0500 -0.000036365     21144442
 1.1500 -0.000091726     17707046
 1.2500 -0.000004998     14316677
 1.3500 -0.000103755     11004236
 1.4500 -0.000072861      7777814
 1.5500 -0.000046155      4655452
 1.6500  0.000040954      1808398
 1.7500 -0.000089008       187956
 1.8500         -nan            0
 1.9500         -nan            0
