#   delphi     C(delphi)    Nphi
 5.0000  0.001052023     26572977
15.0000 -0.000355479     26579945
25.0000 -0.000124064     26585452
35.0000 -0.000162776     26571377
45.0000 -0.000225211     26580973
55.0000 -0.000128641     26582269
65.0000  0.000013002     26582661
75.0000 -0.000077897     26573319
85.0000 -0.000008425     26584019
95.0000 -0.000094872     26581795
105.0000 -0.000083998     26581655
115.0000 -0.000087131     26579224
125.0000 -0.000017652     26577612
135.0000 -0.000042942     26582138
145.0000 -0.000035138     26587353
155.0000 -0.000183291     26568544
165.0000 -0.000013757     26581173
175.0000  0.000042501     26574321
