#   dely     C(y)    Ny
 0.0500  0.000506759     54306268
 0.1500 -0.000087647     51653236
 0.2500 -0.000240840     48524961
 0.3500 -0.000069158     45276872
 0.4500 -0.000096966     41961687
 0.5500 -0.000050212     38553968
 0.6500 -0.000080340     35103166
 0.7500 -0.000062135     31615939
 0.8500 -0.000051257     28130602
 0.9500  0.000060487     24631126
 1.0500 -0.000003244     21156762
 1.1500 -0.000099955     17716232
 1.2500 -0.000009856     14325959
 1.3500  0.000024579     11010358
 1.4500 -0.000076216      7774302
 1.5500  0.000222027      4649160
 1.6500  0.000100441      1806469
 1.7500  0.000493457       187730
 1.8500         -nan            0
 1.9500         -nan            0
