#   dely     C(y)    Ny
 0.0500  0.000469687     54303056
 0.1500 -0.000032189     51645424
 0.2500 -0.000030100     48529495
 0.3500 -0.000040861     45285155
 0.4500 -0.000180017     41950849
 0.5500 -0.000085065     38552056
 0.6500  0.000013506     35104559
 0.7500 -0.000145342     31625494
 0.8500  0.000006448     28124396
 0.9500 -0.000027602     24626792
 1.0500 -0.000043181     21140768
 1.1500 -0.000058455     17710076
 1.2500 -0.000168136     14330895
 1.3500 -0.000172911     11003291
 1.4500 -0.000003614      7773929
 1.5500  0.000018226      4654236
 1.6500  0.000036322      1804917
 1.7500 -0.000155805       188265
 1.8500         -nan            0
 1.9500         -nan            0
