#   dely     C(y)    Ny
 0.0500  0.000481585     54313844
 0.1500 -0.000093676     51661447
 0.2500 -0.000138303     48515001
 0.3500 -0.000062353     45296008
 0.4500 -0.000082358     41955252
 0.5500 -0.000055120     38568471
 0.6500 -0.000187558     35107404
 0.7500 -0.000089828     31624066
 0.8500  0.000045235     28119787
 0.9500  0.000068119     24631947
 1.0500 -0.000083595     21153421
 1.1500 -0.000125788     17709980
 1.2500  0.000002979     14328448
 1.3500  0.000087220     11007128
 1.4500 -0.000070270      7777002
 1.5500 -0.000120999      4647495
 1.6500 -0.000195095      1805843
 1.7500 -0.000008963       188230
 1.8500         -nan            0
 1.9500         -nan            0
