#   dely     C(y)    Ny
 0.0500  0.000474426     54318470
 0.1500 -0.000117125     51649523
 0.2500 -0.000001698     48528033
 0.3500 -0.000071742     45295952
 0.4500 -0.000144063     41943615
 0.5500  0.000005980     38567383
 0.6500 -0.000107243     35119245
 0.7500  0.000029685     31625623
 0.8500 -0.000015199     28130326
 0.9500 -0.000135629     24629416
 1.0500 -0.000128885     21148243
 1.1500 -0.000108200     17713265
 1.2500 -0.000014381     14327783
 1.3500 -0.000080933     11008437
 1.4500 -0.000071538      7778524
 1.5500  0.000028190      4649600
 1.6500 -0.000099599      1807937
 1.7500  0.000257898       189014
 1.8500         -nan            0
 1.9500         -nan            0
