#   dely     C(y)    Ny
 0.0500  0.000010094       299753
 0.1500  0.000301532       290450
 0.2500  0.000167981       271468
 0.3500 -0.000357746       248705
 0.4500  0.000070838       223232
 0.5500 -0.000123990       197125
 0.6500 -0.000059629       170839
 0.7500  0.000348051       144500
 0.8500 -0.000553647       118686
 0.9500 -0.000063643        92899
 1.0500 -0.000302282        68437
 1.1500  0.000828219        46258
 1.2500 -0.000075151        27616
 1.3500  0.000100665        14005
 1.4500 -0.000598495         5243
 1.5500 -0.000483663         1196
 1.6500 -0.001428397          101
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
