#   dely     C(y)    Ny
 0.0500 -0.000433250       300858
 0.1500 -0.000304198       289889
 0.2500 -0.000657676       271353
 0.3500  0.000388907       248337
 0.4500  0.000412175       223153
 0.5500 -0.000906177       197112
 0.6500  0.000007588       170785
 0.7500 -0.000365993       144751
 0.8500  0.000018806       118717
 0.9500 -0.000180868        93238
 1.0500  0.000969543        68370
 1.1500 -0.001222745        46340
 1.2500 -0.000487340        27807
 1.3500 -0.000051569        13997
 1.4500  0.000309618         5289
 1.5500  0.000708807         1201
 1.6500 -0.000856674           89
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
