#   delphi     C(delphi)    Nphi
 5.0000 -0.000718070       122949
15.0000 -0.000730622       122876
25.0000  0.000861374       123459
35.0000  0.001425678       123376
45.0000  0.000555946       123364
55.0000 -0.001385313       123251
65.0000 -0.000246357       123366
75.0000 -0.000411890       123017
85.0000  0.000083084       123188
95.0000  0.000457717       122956
105.0000  0.000294538       123508
115.0000  0.000519633       123625
125.0000 -0.000542994       122907
135.0000  0.000183354       123000
145.0000  0.000061738       123698
155.0000 -0.000363820       123276
165.0000 -0.000057415       123822
175.0000 -0.000518379       123500
