#   dely     C(y)    Ny
 0.0500 -0.000422934       300116
 0.1500 -0.000629432       289922
 0.2500  0.000600956       269776
 0.3500  0.000491076       248593
 0.4500 -0.000958557       222094
 0.5500  0.000734883       196889
 0.6500 -0.000021459       171404
 0.7500 -0.000131725       144846
 0.8500 -0.000181588       118740
 0.9500 -0.000064844        92905
 1.0500 -0.000030646        68633
 1.1500 -0.000091637        46615
 1.2500  0.000351221        27593
 1.3500 -0.000432896        13826
 1.4500  0.002259458         5322
 1.5500  0.003909821         1163
 1.6500 -0.001505937           93
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
