#   delphi     C(delphi)    Nphi
 5.0000 -0.001783857       122588
15.0000 -0.000954429       122771
25.0000  0.001149172       123927
35.0000 -0.000296923       123193
45.0000 -0.000694720       123653
55.0000  0.001445436       123095
65.0000 -0.000323699       123239
75.0000 -0.000158598       123481
85.0000  0.000426913       123284
95.0000  0.000414759       123768
105.0000 -0.000117465       123137
115.0000  0.000735852       123584
125.0000 -0.000199765       123502
135.0000  0.000066589       123187
145.0000 -0.000037681       123817
155.0000  0.000128678       123773
165.0000  0.000100738       123630
175.0000  0.000243933       122884
