#   dely     C(y)    Ny
 0.0500  0.000847855       301151
 0.1500  0.000053778       289050
 0.2500 -0.000600964       270974
 0.3500  0.000584772       247918
 0.4500  0.000060568       222713
 0.5500  0.000722099       197573
 0.6500  0.000119554       170642
 0.7500  0.000576273       145175
 0.8500 -0.000010974       118868
 0.9500 -0.000475986        92535
 1.0500  0.000163711        68249
 1.1500  0.000515166        46539
 1.2500  0.000010368        27857
 1.3500 -0.001563663        14061
 1.4500 -0.000188716         5351
 1.5500  0.001201012         1147
 1.6500  0.007044910           93
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
