#   delphi     C(delphi)    Nphi
 5.0000 -0.001619020       122471
15.0000 -0.001873826       123162
25.0000 -0.000834639       122969
35.0000  0.000066120       122664
45.0000  0.000548435       123733
55.0000 -0.000331596       123548
65.0000  0.000726515       123923
75.0000  0.000332124       123451
85.0000  0.000287533       123544
95.0000  0.000095109       123807
105.0000 -0.000200390       123130
115.0000 -0.000024538       124029
125.0000 -0.000087934       122761
135.0000  0.000662614       123550
145.0000 -0.000030495       124370
155.0000  0.000122721       123065
165.0000  0.000007810       123844
175.0000 -0.000005225       122842
