#   delphi     C(delphi)    Nphi
 5.0000 -0.000008897       123977
15.0000 -0.003069706       123531
25.0000  0.000824203       123205
35.0000 -0.000913587       123751
45.0000 -0.000286473       124072
55.0000 -0.000227560       122958
65.0000 -0.000584687       122797
75.0000  0.000209820       123298
85.0000  0.000135693       123229
95.0000 -0.000102244       122995
105.0000 -0.000324662       123646
115.0000 -0.000191360       122720
125.0000 -0.000470782       123518
135.0000  0.000490673       123706
145.0000  0.000377954       123536
155.0000  0.000067579       123628
165.0000  0.000137847       123456
175.0000  0.000247732       123264
