#   delphi     C(delphi)    Nphi
 5.0000 -0.000329316       122928
15.0000  0.000196080       123075
25.0000  0.000402517       123588
35.0000  0.000419899       123338
45.0000  0.000286951       123175
55.0000  0.000658013       123375
65.0000  0.000411875       124039
75.0000 -0.000002549       122975
85.0000  0.000898109       123216
95.0000 -0.000232026       124126
105.0000 -0.000634938       123691
115.0000  0.000022476       123053
125.0000 -0.000138647       122936
135.0000  0.000073049       123850
145.0000 -0.000100477       123092
155.0000 -0.000418697       122964
165.0000 -0.000048050       123075
175.0000 -0.000212949       123252
