#   dely     C(y)    Ny
 0.0500 -0.000377587       299628
 0.1500 -0.000030597       289381
 0.2500  0.000203317       270249
 0.3500  0.000166417       248520
 0.4500 -0.000513871       223462
 0.5500  0.000758101       196681
 0.6500 -0.000898082       171667
 0.7500 -0.000746956       145212
 0.8500  0.000749675       118126
 0.9500  0.000301914        93864
 1.0500  0.000542826        68634
 1.1500  0.000448740        46457
 1.2500 -0.000140514        27689
 1.3500  0.000230571        13920
 1.4500  0.000440050         5359
 1.5500 -0.004960702         1196
 1.6500  0.010536889           78
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
