#   dely     C(y)    Ny
 0.0500 -0.000575002       300364
 0.1500  0.000672757       289481
 0.2500  0.000194511       271281
 0.3500 -0.000069633       248265
 0.4500  0.000164100       222676
 0.5500 -0.000073178       196917
 0.6500  0.000599408       170564
 0.7500 -0.000330090       144535
 0.8500 -0.000662327       119044
 0.9500 -0.000307760        93421
 1.0500 -0.000094839        68864
 1.1500 -0.000520379        46431
 1.2500 -0.000467212        27750
 1.3500  0.001950529        13949
 1.4500 -0.000579072         5299
 1.5500  0.000597707         1266
 1.6500  0.007310067           95
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
