#   dely     C(y)    Ny
 0.0500 -0.000399667       299470
 0.1500 -0.000035952       289653
 0.2500  0.000309508       271140
 0.3500  0.000636246       248072
 0.4500 -0.000089100       222927
 0.5500 -0.000482925       197145
 0.6500  0.000463013       171040
 0.7500 -0.000699476       143836
 0.8500  0.000565792       118778
 0.9500 -0.000024677        93306
 1.0500  0.000028512        68368
 1.1500  0.000725962        46600
 1.2500 -0.000840167        27516
 1.3500 -0.001098710        13866
 1.4500  0.000106163         5282
 1.5500 -0.001543180         1157
 1.6500  0.000908557           91
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
